site_code,pop_class,County,,Address,Full FIPS
204143,Urban,Sacramento County,,"7585 Linden Ave, Citrus Heights, CA, 95610",6067008143
204144,Suburban,Sacramento County,,"7550 Twin Oaks Ave, Citrus Heights, CA, 95610",6067008143
204146,Urban,Sacramento County,,"7566 Twin Oaks Ave, Citrus Heights, CA, 95610",6067008143
204147,Urban,Sacramento County,,"7592 Twin Oaks Ave, Citrus Heights, CA, 95610",6067008143
204148,Suburban,Sacramento County,,"7638 Twin Oaks Ave, Citrus Heights, CA, 95610",6067008143
204149,Suburban,Sacramento County,,"7640 Twin Oaks Ave, Citrus Heights, CA, 95610",6067008143
204150,Suburban,Sacramento County,,"7680 Twin Oaks Ave, Citrus Heights, CA, 95610",6067008143
204151,Urban,Sacramento County,,"7545 Cedar Dr, Citrus Heights, CA, 95610",6067008143
204152,Urban,Sacramento County,,"8337 Holly Dr, Citrus Heights, CA, 95610",6067008143
204153,Suburban,Sacramento County,,"7577 Linden Ave, Citrus Heights, CA, 95610",6067008143
204154,Suburban,Sacramento County,,"7640 Roberts Dr, Citrus Heights, CA, 95610",6067008143
204155,Urban,Sacramento County,,"7688 Oak Grove Ave, Citrus Heights, CA, 95610",6067008143
204156,Urban,Sacramento County,,"7666 Oak Grove Ave, Citrus Heights, CA, 95610",6067008143
204157,Urban,Sacramento County,,"7635 Oak Grove Ave, Citrus Heights, CA, 95610",6067008143
204158,Suburban,Sacramento County,,"7636 Oak Grove Ave, Citrus Heights, CA, 95610",6067008143
204159,Suburban,Sacramento County,,"7607 Oak Grove Ave, Citrus Heights, CA, 95610",6067008143
204160,Suburban,Sacramento County,,"8210 Holly Dr, Citrus Heights, CA, 95610",6067008143
204161,Suburban,Sacramento County,,"8200 Holly Dr, Citrus Heights, CA, 95610",6067008143
204162,Suburban,Sacramento County,,"7689 Walnut Dr, Citrus Heights, CA, 95610",6067008143
204163,Urban,Sacramento County,,"7641 Walnut Dr, Citrus Heights, CA, 95610",6067008143
204164,Suburban,Sacramento County,,"7585 Cherry Glen Ave, Citrus Heights, CA, 95610",6067008143
204165,Suburban,Sacramento County,,"7565 Cherry Glen Ave, Citrus Heights, CA, 95610",6067008143
204166,Urban,Sacramento County,,"7565 Cherry Glen Ave, Citrus Heights, CA, 95610",6067008143
204167,Urban,Sacramento County,,"7562 Cherry Glen Ave, Citrus Heights, CA, 95610",6067008143
204168,Urban,Sacramento County,,"7562 Cherry Glen Ave, Citrus Heights, CA, 95610",6067008143
204169,Urban,Sacramento County,,"8309 Cherry Leaf Ct, Citrus Heights, CA, 95610",6067008143
204170,Urban,Sacramento County,,"8300 Cherry Leaf Ct, Citrus Heights, CA, 95610",6067008143
204171,Urban,Sacramento County,,"7537 Cherry Glen Ave, Citrus Heights, CA, 95610",6067008143
204172,Urban,Sacramento County,,"7509 Cherry Glen Ave, Citrus Heights, CA, 95610",6067008143
204173,Urban,Sacramento County,,"8427 Mariposa Ave, Citrus Heights, CA, 95610",6067008143
204174,Urban,Sacramento County,,"8320 Mariposa Ave, Citrus Heights, CA, 95610",6067008143
204175,Urban,Sacramento County,,"8280 Mariposa Ave, Citrus Heights, CA, 95610",6067008143
204176,Urban,Sacramento County,,"8228 Mariposa Ave, Citrus Heights, CA, 95610",6067008143
204177,Urban,Sacramento County,,"8200 Mariposa Ave, Citrus Heights, CA, 95610",6067008143
204178,Urban,Sacramento County,,"8214 Mariposa Ave, Citrus Heights, CA, 95610",6067008143
204179,Urban,Sacramento County,,"8341 Lee Dr, Citrus Heights, CA, 95610",6067008143
204180,Urban,Sacramento County,,"8307 Lee Dr, Citrus Heights, CA, 95610",6067008143
204181,Urban,Sacramento County,,"8350 Lee Dr, Citrus Heights, CA, 95610",6067008143
204182,Urban,Sacramento County,,"7633 Baird Way, Citrus Heights, CA, 95610",6067008143
204185,Suburban,Sacramento County,,"7621 Baird Way, Citrus Heights, CA, 95610",6067008143
204186,Suburban,Sacramento County,,"7618 Baird Way, Citrus Heights, CA, 95610",6067008143
204187,Suburban,Sacramento County,,"8133 Holly Dr, Citrus Heights, CA, 95610",6067008143
204188,Suburban,Sacramento County,,"7614 N Colony Way, Citrus Heights, CA, 95610",6067008143
204189,Suburban,Sacramento County,,"7633 N Colony Way, Citrus Heights, CA, 95610",6067008143
204190,Suburban,Sacramento County,,"7660 Walnut Dr, Citrus Heights, CA, 95610",6067008143
204191,Urban,Sacramento County,,"8040 Holly Dr, Citrus Heights, CA, 95610",6067008143
204192,Suburban,Sacramento County,,"7624 N Colony Way, Citrus Heights, CA, 95610",6067008143
204193,Suburban,Sacramento County,,"8150 Holly Dr, Citrus Heights, CA, 95610",6067008143
204194,Suburban,Sacramento County,,"7576 Walnut Dr, Citrus Heights, CA, 95610",6067008143
204195,Suburban,Sacramento County,,"7536 Walnut Dr, Citrus Heights, CA, 95610",6067008143
204196,Urban,Sacramento County,,"8201 Mariposa Ave, Citrus Heights, CA, 95610",6067008143
204197,Urban,Sacramento County,,"7562 Baird Way, Citrus Heights, CA, 95610",6067008143
204198,Suburban,Sacramento County,,"7524 Baird Way, Citrus Heights, CA, 95610",6067008143
204199,Suburban,Sacramento County,,"7574 Baird Way, Citrus Heights, CA, 95610",6067008143
204200,Suburban,Sacramento County,,"7563 Baird Way, Citrus Heights, CA, 95610",6067008143
204201,Suburban,Sacramento County,,"8119 Holly Dr, Citrus Heights, CA, 95610",6067008143
204202,Suburban,Sacramento County,,"8124 Auburn Blvd, Citrus Heights, CA, 95610",6067008143
204203,Urban,Sacramento County,,"7560 Walnut Dr, Citrus Heights, CA, 95610",6067008143
204204,Suburban,Sacramento County,,"7732 Loleta Ave, Citrus Heights, CA, 95610",6067008143
204205,Urban,Sacramento County,,"8021 Patton Ave, Citrus Heights, CA, 95610",6067008143
204206,Urban,Sacramento County,,"8005 Clear View Dr, Citrus Heights, CA, 95610",6067008143
204207,Urban,Sacramento County,,"7775 Perdez Ct, Citrus Heights, CA, 95610",6067008143
204208,Urban,Sacramento County,,"7872 Mariposa Ave, Citrus Heights, CA, 95610",6067008143
204210,Urban,Sacramento County,,"7709 Loleta Ave, Citrus Heights, CA, 95610",6067008143
204211,Urban,Sacramento County,,"7945 Mariposa Ave, Citrus Heights, CA, 95610",6067008143
204212,Urban,Sacramento County,,"7770 Alondra Ct, Citrus Heights, CA, 95610",6067008143
204213,Urban,Sacramento County,,"7849 Patton Ave, Citrus Heights, CA, 95610",6067008143
204214,Urban,Sacramento County,,"7939 Parmis Ct, Citrus Heights, CA, 95610",6067008143
204215,Urban,Sacramento County,,"7951 Parmis Ct, Citrus Heights, CA, 95610",6067008143
204216,Urban,Sacramento County,,"7689 Poppy Way, Citrus Heights, CA, 95610",6067008143
204217,Urban,Sacramento County,,"7621 Poppy Way, Citrus Heights, CA, 95610",6067008143
204218,Urban,Sacramento County,,"7612 Cedar Dr, Citrus Heights, CA, 95610",6067008143
204219,Suburban,Sacramento County,,"8014 Carol Ave, Citrus Heights, CA, 95610",6067008143
204220,Suburban,Sacramento County,,"8014 Carol Ave, Citrus Heights, CA, 95610",6067008143
204222,Urban,Sacramento County,,"8029 Carol Ave, Citrus Heights, CA, 95610",6067008143
204223,Suburban,Sacramento County,,"8041 Mariposa Ave, Citrus Heights, CA, 95610",6067008143
204224,Urban,Sacramento County,,"7708 Glenn Ave, Citrus Heights, CA, 95610",6067008143
204225,Urban,Sacramento County,,"7740 Glenn Ave, Citrus Heights, CA, 95610",6067008143
204226,Urban,Sacramento County,,"7767 Glenn Ave, Citrus Heights, CA, 95610",6067008143
204227,Urban,Sacramento County,,"7790 Glenn Ave, Citrus Heights, CA, 95610",6067008143
204228,Urban,Sacramento County,,"7775 Loleta Ave, Citrus Heights, CA, 95610",6067008143
204229,Urban,Sacramento County,,"7731 Loleta Ave, Citrus Heights, CA, 95610",6067008143
204230,Urban,Sacramento County,,"7721 Loleta Ave, Citrus Heights, CA, 95610",6067008143
204231,Urban,Sacramento County,,"8040 Mariposa Ave, Citrus Heights, CA, 95610",6067008143
204232,Urban,Sacramento County,,"8112 Mariposa Ave, Citrus Heights, CA, 95610",6067008143
204233,Urban,Sacramento County,,"7654 Baird Way, Citrus Heights, CA, 95610",6067008143
204234,Urban,Sacramento County,,"7831 Patton Ave, Citrus Heights, CA, 95610",6067008143
204235,Urban,Sacramento County,,"7750 Loleta Ave, Citrus Heights, CA, 95610",6067008143
204236,Urban,Sacramento County,,"7933 Clear View Dr, Citrus Heights, CA, 95610",6067008143
204237,Urban,Sacramento County,,"7904 Clear View Dr, Citrus Heights, CA, 95610",6067008143
204238,Urban,Sacramento County,,"7805 Clear View Dr, Citrus Heights, CA, 95610",6067008143
204239,Urban,Sacramento County,,"7709 Watson Way, Citrus Heights, CA, 95610",6067008143
204240,Urban,Sacramento County,,"7771 Watson Way, Citrus Heights, CA, 95610",6067008143
204241,Urban,Sacramento County,,"7945 Patton Ave, Citrus Heights, CA, 95610",6067008143
204242,Urban,Sacramento County,,"7848 Patton Ave, Citrus Heights, CA, 95610",6067008143
204243,Urban,Sacramento County,,"7775 Pardal Ct, Citrus Heights, CA, 95610",6067008143
204244,Urban,Sacramento County,,"7552 Cedar Dr, Citrus Heights, CA, 95610",6067008143
204245,Suburban,Sacramento County,,"7536 Cedar Dr, Citrus Heights, CA, 95610",6067008143
204246,Suburban,Sacramento County,,"7533 Watson Way, Citrus Heights, CA, 95610",6067008143
204247,Suburban,Sacramento County,,"8000 Holly Dr, Citrus Heights, CA, 95610",6067008143
204248,Urban,Sacramento County,,"8021 Holly Dr, Citrus Heights, CA, 95610",6067008143
204252,Urban,Sacramento County,,"7545 Watson Way, Citrus Heights, CA, 95610",6067008143
204253,Urban,Sacramento County,,"4224 Sherlock Way, Citrus Heights, CA, 95610",6067008143
204254,Urban,Sacramento County,,"4208 Sherlock Way, Citrus Heights, CA, 95610",6067008143
204255,Urban,Sacramento County,,"7902 Auburn Blvd, Citrus Heights, CA, 95610",6067008143
204256,Urban,Sacramento County,,"7552 Cripple Creek Rd, Citrus Heights, CA, 95610",6067008143
204257,Suburban,Sacramento County,,"7580 Cripple Creek Rd, Citrus Heights, CA, 95610",6067008143
204258,Suburban,Sacramento County,,"7835 Holly Dr, Citrus Heights, CA, 95610",6067008143
204259,Urban,Sacramento County,,"7595 Watson Way, Citrus Heights, CA, 95610",6067008143
204260,Urban,Sacramento County,,"7565 Watson Way, Citrus Heights, CA, 95610",6067008143
204262,Urban,Sacramento County,,"7608 Poppy Way, Citrus Heights, CA, 95610",6067008143
204263,Urban,Sacramento County,,"7624 Poppy Way, Citrus Heights, CA, 95610",6067008143
204264,Urban,Sacramento County,,"7867 Mariposa Ave, Citrus Heights, CA, 95610",6067008143
204265,Urban,Sacramento County,,"7681 Cina Way, Citrus Heights, CA, 95610",6067008143
204266,Urban,Sacramento County,,"7825 Mariposa Ave, Citrus Heights, CA, 95610",6067008143
204267,Urban,Sacramento County,,"7685 Watson Way, Citrus Heights, CA, 95610",6067008143
204268,Urban,Sacramento County,,"7677 Watson Way, Citrus Heights, CA, 95610",6067008143
204269,Urban,Sacramento County,,"7631 Watson Way, Citrus Heights, CA, 95610",6067008143
204273,Urban,Sacramento County,,"8349 Holly Dr, Citrus Heights, CA, 95610",6067008143
204274,Urban,Sacramento County,,"8333 Holly Dr, Citrus Heights, CA, 95610",6067008143
204275,Urban,Sacramento County,,"7589 Twin Oaks Ave, Citrus Heights, CA, 95610",6067008143
204276,Urban,Sacramento County,,"7584 Twin Oaks Ave, Citrus Heights, CA, 95610",6067008143
204277,Urban,Sacramento County,,"7581 Twin Oaks Ave, Citrus Heights, CA, 95610",6067008143
204278,Urban,Sacramento County,,"7583 Twin Oaks Ave, Citrus Heights, CA, 95610",6067008143
204279,Urban,Sacramento County,,"7584 Linden Ave, Citrus Heights, CA, 95610",6067008143
204280,Urban,Sacramento County,,"7576 Linden Ave, Citrus Heights, CA, 95610",6067008143
204281,Urban,Sacramento County,,"7636 Twin Oaks Ave, Citrus Heights, CA, 95610",6067008143
204282,Urban,Sacramento County,,"7641 Roberts Dr, Citrus Heights, CA, 95610",6067008143
204283,Urban,Sacramento County,,"7616 Twin Oaks Ave, Citrus Heights, CA, 95610",6067008143
204284,Urban,Sacramento County,,"8340 Holly Dr, Citrus Heights, CA, 95610",6067008143
204285,Urban,Sacramento County,,"8425 Pearl Way, Citrus Heights, CA, 95610",6067008143
204286,Urban,Sacramento County,,"7671 Oak Grove Ave, Citrus Heights, CA, 95610",6067008143
204297,Urban,Sacramento County,,"8335 Mariposa Ave, Citrus Heights, CA, 95610",6067008143
204298,Urban,Sacramento County,,"8508 Mariposa Ave, Citrus Heights, CA, 95610",6067008143
204299,Urban,Sacramento County,,"8425 Robie Way, Citrus Heights, CA, 95610",6067008143
204300,Urban,Sacramento County,,"8506 Robie Way, Citrus Heights, CA, 95610",6067008143
204301,Urban,Sacramento County,,"8432 Robie Way, Citrus Heights, CA, 95610",6067008143
204302,Urban,Sacramento County,,"8320 Mariposa Ave, Citrus Heights, CA, 95610",6067008143
204303,Urban,Sacramento County,,"8224 Mariposa Ave, Citrus Heights, CA, 95610",6067008143
204304,Urban,Sacramento County,,"7700 Twin Oaks Ave, Citrus Heights, CA, 95610",6067008143
204305,Urban,Sacramento County,,"7653 Walnut Dr, Citrus Heights, CA, 95610",6067008143
204306,Urban,Sacramento County,,"8217 Holly Dr, Citrus Heights, CA, 95610",6067008143
204307,Suburban,Sacramento County,,"8200 Holly Dr, Citrus Heights, CA, 95610",6067008143
204308,Suburban,Sacramento County,,"7577 Walnut Dr, Citrus Heights, CA, 95610",6067008143
204309,Suburban,Sacramento County,,"7538 Oak Grove Ave, Citrus Heights, CA, 95610",6067008143
204310,Urban,Sacramento County,,"7550 Oak Grove Ave, Citrus Heights, CA, 95610",6067008143
204311,Urban,Sacramento County,,"7636 Oak Grove Ave, Citrus Heights, CA, 95610",6067008143
204312,Suburban,Sacramento County,,"8211 Mariposa Ave, Citrus Heights, CA, 95610",6067008143
204313,Urban,Sacramento County,,"7557 Walnut Dr, Citrus Heights, CA, 95610",6067008143
204314,Urban,Sacramento County,,"7529 Walnut Dr, Citrus Heights, CA, 95610",6067008143
204335,Urban,Sacramento County,,"8245 Catalpa Dr, Citrus Heights, CA, 95610",6067008143
204336,Urban,Sacramento County,,"7871 Dracena Dr, Citrus Heights, CA, 95610",6067008143
204337,Urban,Sacramento County,,"8248 Catalpa Dr, Citrus Heights, CA, 95610",6067008143
204338,Urban,Sacramento County,,"8251 Fair Way, Citrus Heights, CA, 95610",6067008143
204339,Urban,Sacramento County,,"8342 Fair Way, Citrus Heights, CA, 95610",6067008143
204340,Urban,Sacramento County,,"7839 Dracena Dr, Citrus Heights, CA, 95610",6067008143
204341,Urban,Sacramento County,,"8040 Patton Ave, Citrus Heights, CA, 95610",6067008143
204342,Urban,Sacramento County,,"7816 Twin Oaks Ave, Citrus Heights, CA, 95610",6067008143
204343,Urban,Sacramento County,,"8308 Jurgens Ln, Citrus Heights, CA, 95610",6067008143
204344,Urban,Sacramento County,,"8117 Ella Ct, Citrus Heights, CA, 95610",6067008143
213001,Suburban,Sacramento County,,"7745 Glenn Ave, Citrus Heights, CA, 95610",6067008143
233115,Suburban,Sacramento County,,"7545 Linden Ave, Citrus Heights, CA, 95610",6067008143
204025,Suburban,Sacramento County,,"8368 Forest Creek Ln, Orangevale, CA, 95662",6067008144
204026,Suburban,Sacramento County,,"6409 Wittenham Way, Orangevale, CA, 95662",6067008144
215008,Suburban,Sacramento County,,"6737 Lakewood Way, Orangevale, CA, 95662",6067008144
233078,Urban,Sacramento County,,"6335 Brando Loop, Fair Oaks, CA, 95628",6067008144
204045,Suburban,Sacramento County,,"8321 Blayden Ct, Citrus Heights, CA, 95610",6067008145
201008,Rural,Sacramento County,,"8501 Linda Creek Ct, Orangevale, CA, 95662",6067008203
204004,Suburban,Sacramento County,,"8701 Country Creek Dr, Orangevale, CA, 95662",6067008203
214039,Suburban,Sacramento County,,"8641 El Sobrante Way, Orangevale, CA, 95662",6067008203
232018,Suburban,Sacramento County,,"8672 Hodge Pl, Orangevale, CA, 95662",6067008203
203016,Suburban,Sacramento County,,"8578 Almond Bluff Ct, Orangevale, CA, 95662",6067008204
205009,Suburban,Sacramento County,,"5945 Pecan Ave, Orangevale, CA, 95662",6067008206
205021,Suburban,Sacramento County,,"9291 Madison Ave, Orangevale, CA, 95662",6067008206
202004,Suburban,Sacramento County,,"5627 Main Ave, Orangevale, CA, 95662",6067008207
203029,Suburban,Sacramento County,,"5172 Mississippi Bar Dr, Orangevale, CA, 95662",6067008207
205032,,Sacramento County,,"5700 Eugenia Ct, Orangevale, CA, 95662",6067008207
205033,,Sacramento County,,"9300 Pershing Ave, Orangevale, CA, 95662",6067008207
205034,,Sacramento County,,"5725 Main Ave, Orangevale, CA, 95662",6067008207
205035,,Sacramento County,,"5600 Walnut Ave, Orangevale, CA, 95662",6067008207
206002,Suburban,Sacramento County,,"5606 Snipes Blvd, Orangevale, CA, 95662",6067008207
214032,Suburban,Sacramento County,,"5600 Snipes Blvd, Orangevale, CA, 95662",6067008207
232016,Suburban,Sacramento County,,"5600 Glencrest Ln, Orangevale, CA, 95662",6067008207
233049,Suburban,Sacramento County,,"6043 Keats Cir, Orangevale, CA, 95662",6067008207
234028,Rural,Sacramento County,,"9495 Twin Lakes Ave, Orangevale, CA, 95662",6067008207
233050,Suburban,Sacramento County,,"9256 Loma Ln, Orangevale, CA, 95662",6067008208
214010,Suburban,Sacramento County,,"281 Water View Way, Folsom, CA, 95630",6067008209
205004,Suburban,Sacramento County,,"128 Dowd Ct, Folsom, CA, 95630",6067008210
204032,Suburban,Sacramento County,,"9070 Eden Oaks Ave, Orangevale, CA, 95662",6067008211
205003,Suburban,Sacramento County,,"9565 Central Ave, Orangevale, CA, 95662",6067008211
204031,Suburban,Sacramento County,,"120 Fausset Ct, Folsom, CA, 95630",6067008402
205001,Suburban,Sacramento County,,"110 Willow Creek Dr, Folsom, CA, 95630",6067008402
205025,Suburban,Sacramento County,,"152 Amaya Dr, Folsom, CA, 95630",6067008402
213034,Suburban,Sacramento County,,"220 Willow Creek Dr, Folsom, CA, 95630",6067008402
233076,Suburban,Sacramento County,,"203 Ruth Ct, Folsom, CA, 95630",6067008402
224000,Suburban,Sacramento County,,"123 Hazelmere Dr, Folsom, CA, 95630",6067008403
205018,Suburban,Sacramento County,,"705 Gold Lake Dr, Folsom, CA, 95630",6067008404
233003,Suburban,Sacramento County,,"1332 Young Wo Cir, Folsom, CA, 95630",6067008404
253001,Rural,Sacramento County,,"403 Stafford St, Folsom, CA, 95630",6067008404
202022,Rural,Sacramento County,,"1706 Esplanade Cir, Folsom, CA, 95630",6067008501
236002,Suburban,Sacramento County,,"145 Goodell Rd, Folsom, CA, 95630",6067008501
214009,Suburban,Sacramento County,,"251 Turn Pike Dr, Folsom, CA, 95630",6067008504
214024,Suburban,Sacramento County,,"120 Blue Ravine Rd, Folsom, CA, 95630",6067008504
215004,Suburban,Sacramento County,,"13399 Folsom Blvd, Folsom, CA, 95630",6067008504
204014,Suburban,Sacramento County,,"885 Farley Ct, Folsom, CA, 95630",6067008505
245038,,Sacramento County,,"795 Hana Way, Folsom, CA, 95630",6067008505
212006,Suburban,Sacramento County,,"411 Blue Ravine Rd, Folsom, CA, 95630",6067008506
202020,Rural,Sacramento County,,"777 Densmore Ct, Folsom, CA, 95630",6067008508
205008,Suburban,Sacramento County,,"287 Barnhill Dr, Folsom, CA, 95630",6067008508
205031,Suburban,Sacramento County,,"756 Duncan Ct, Folsom, CA, 95630",6067008508
213020,Suburban,Sacramento County,,"270 Sprig Cir, Folsom, CA, 95630",6067008508
215003,Suburban,Sacramento County,,"862 Carter St, Folsom, CA, 95630",6067008508
215005,Suburban,Sacramento County,,"420 Williams St, Folsom, CA, 95630",6067008508
222054,Suburban,Sacramento County,,"951 Sterling Cir, Folsom, CA, 95630",6067008508
244008,Rural,Sacramento County,,"444 Marsh Hawk Dr, Folsom, CA, 95630",6067008508
254031,Suburban,Sacramento County,,"1039 Thompson Cir, Folsom, CA, 95630",6067008508
204021,Suburban,Sacramento County,,"459 N Lexington Dr, Folsom, CA, 95630",6067008509
213021,Suburban,Sacramento County,,"179 Chadwick Way, Folsom, CA, 95630",6067008509
261013,Rural,Sacramento County,,"1660 Manasco Cir, Folsom, CA, 95630",6067008509
213043,Suburban,Sacramento County,,"381 S Lexington Dr, Folsom, CA, 95630",6067008510
206003,Suburban,Sacramento County,,"1952 Tarbolton Cir, Folsom, CA, 95630",6067008512
233080,Suburban,Sacramento County,,"2028 Tarbolton Cir, Folsom, CA, 95630",6067008512
222055,Suburban,Sacramento County,,"201 Serpa Way, Folsom, CA, 95630",6067008513
212029,Suburban,Sacramento County,,"6843 Terreno Dr, Rancho Murieta, CA, 95683",6067008601
213037,Suburban,Sacramento County,,"15437 DE La Cruz Dr, Sloughhouse, CA, 95683",6067008601
213063,Suburban,Sacramento County,,"7000 Alameda Dr, Rancho Murieta, CA, 95683",6067008601
214006,Suburban,Sacramento County,,"15011 Reynosa Dr, Rancho Murieta, CA, 95683",6067008601
223040,Suburban,Sacramento County,,"15093 DE La Cruz Dr, Rancho Murieta, CA, 95683",6067008601
223042,Suburban,Sacramento County,,"15544 Jigger Ct, Rancho Murieta, CA, 95683",6067008601
226004,Suburban,Sacramento County,,"6245 Playa Del Rey, Rancho Murieta, CA, 95683",6067008601
226006,Suburban,Sacramento County,,"6229 Puerto Dr, Rancho Murieta, CA, 95683",6067008601
226007,Suburban,Sacramento County,,"6337 Puerto Dr, Rancho Murieta, CA, 95683",6067008601
233065,Suburban,Sacramento County,,"14886 Guadalupe Dr, Rancho Murieta, CA, 95683",6067008601
254008,Rural,Sacramento County,,"6520 Camino Del Lago Dr, Rancho Murieta, CA, 95683",6067008601
261011,Rural,Sacramento County,,"14890 Reynosa Dr, Rancho Murieta, CA, 95683",6067008601
205023,Suburban,Sacramento County,,"14312 Jackson Rd, Sloughhouse, CA, 95683",6067008602
215007,Suburban,Sacramento County,,"13137 Apple Rd, Wilton, CA, 95693",6067008602
215010,Suburban,Sacramento County,,"13149 Apple Rd, Wilton, CA, 95693",6067008602
223021,Rural,Sacramento County,,"13355 Kiefer Blvd, Sloughhouse, CA, 95683",6067008602
225002,Rural,Sacramento County,,"7350 Bisbee Dr, Sloughhouse, CA, 95683",6067008602
226011,Suburban,Sacramento County,,"3495 Grant Line Rd, Rancho Cordova, CA, 95742",6067008602
233007,Suburban,Sacramento County,,"7995 Sloughhouse Rd, Elk Grove, CA, 95624",6067008602
244004,Rural,Sacramento County,,"7751 Pecos Dr, Sloughhouse, CA, 95683",6067008602
245026,Rural,Sacramento County,,"7801 Sloughhouse Rd, Elk Grove, CA, 95624",6067008602
254028,Rural,Sacramento County,,"14750 Cardoza Ct, Rancho Murieta, CA, 95683",6067008602
214037,Suburban,Sacramento County,,"11427 Mother Lode Cir, Gold River, CA, 95670",6067008702
222033,Suburban,Sacramento County,,"11682 Melones Cir, Gold River, CA, 95670",6067008702
232015,Suburban,Sacramento County,,"11513 Gold Country Blvd, Rancho Cordova, CA, 95670",6067008702
212029,Suburban,Sacramento County,,"12005 Gold Arbor Ln, Gold River, CA, 95670",6067008703
213048,Suburban,Sacramento County,,"11276 Stanford Court Ln, Gold River, CA, 95670",6067008703
234020,Rural,Sacramento County,,"2339 Gold Meadow Way, Gold River, CA, 95670",6067008703
232005,Rural,Sacramento County,,"3400 Grant Line Rd, Rancho Cordova, CA, 95742",6067008706
223019,Suburban,Sacramento County,,"4439 Niobe Cir, Rancho Cordova, CA, 95742",6067008707
223049,Suburban,Sacramento County,,"4340 Mt Kisco Way, Rancho Cordova, CA, 95742",6067008707
226001,Suburban,Sacramento County,,"4435 Niobe Cir, Rancho Cordova, CA, 95742",6067008707
261010,Rural,Sacramento County,,"4499 Niobe Cir, Rancho Cordova, CA, 95742",6067008707
224004,Suburban,Sacramento County,,"4088 Branigan Lake Way, Rancho Cordova, CA, 95742",6067008708
223022,Suburban,Sacramento County,,"10370 Old Placerville Rd, Sacramento, CA, 95827",6067008803
223032,Suburban,Sacramento County,,"10621 Schirra Ave, Mather, CA, 95655",6067008803
214004,Suburban,Sacramento County,,"2525 Aramon Dr, Rancho Cordova, CA, 95670",6067008905
204001,Suburban,Sacramento County,,"2409 Cariel Ct, Rancho Cordova, CA, 95670",6067008908
243039,Rural,Sacramento County,,"2512 El Pavo Way, Rancho Cordova, CA, 95670",6067008909
214018,Suburban,Sacramento County,,"10299 Octavia Way, Rancho Cordova, CA, 95670",6067008910
222021,Suburban,Sacramento County,,"10259 Folsom Blvd, Rancho Cordova, CA, 95670",6067008910
223062,Suburban,Sacramento County,,"2725 Los Amigos Dr, Rancho Cordova, CA, 95670",6067008910
213011,Suburban,Sacramento County,,"2226 W La Loma Dr, Rancho Cordova, CA, 95670",6067008911
213057,Suburban,Sacramento County,,"11111 Moose River Ct, Rancho Cordova, CA, 95670",6067008912
222042,Suburban,Sacramento County,,"10837 Ambassador Dr, Rancho Cordova, CA, 95670",6067008912
223009,Suburban,Sacramento County,,"10857 Ambassador Dr, Rancho Cordova, CA, 95670",6067008912
252026,Rural,Sacramento County,,"10841 Ambassador Dr, Rancho Cordova, CA, 95670",6067008912
202031,Suburban,Sacramento County,,"2318 Walnut Grove Way, Rancho Cordova, CA, 95670",6067008913
213049,Suburban,Sacramento County,,"10509 Ambassador Dr, Rancho Cordova, CA, 95670",6067008913
214047,Suburban,Sacramento County,,"2346 Walnut Grove Way, Rancho Cordova, CA, 95670",6067008913
215001,Suburban,Sacramento County,,"2201 Trails Ct, Rancho Cordova, CA, 95670",6067008913
232006,Rural,Sacramento County,,"2200 Trails Ct, Rancho Cordova, CA, 95670",6067008913
222030,Suburban,Sacramento County,,"10021 Vanguard Dr, Sacramento, CA, 95827",6067009004
223010,Suburban,Sacramento County,,"10056 Stephina Ct, Sacramento, CA, 95827",6067009005
233104,Suburban,Sacramento County,,"9680 Business Park Dr, Sacramento, CA, 95827",6067009006
223029,Suburban,Sacramento County,,"3041 Mills Park Dr, Rancho Cordova, CA, 95670",6067009008
222022,Suburban,Sacramento County,,"3110 Gold Canal Dr, Rancho Cordova, CA, 95670",6067009010
235024,Rural,Sacramento County,,"2720 Kilgore Rd, Rancho Cordova, CA, 95670",6067009010
225008,Rural,Sacramento County,,"3461 Corvina Dr, Rancho Cordova, CA, 95670",6067009011
214027,Suburban,Sacramento County,,"9501 Hollingsworth Way, Sacramento, CA, 95827",6067009103
223064,,Sacramento County,,"9496 Goethe Rd, Sacramento, CA, 95827",6067009103
223003,Suburban,Sacramento County,,"2658 Water Tree Way, Sacramento, CA, 95826",6067009105
212015,Suburban,Sacramento County,,"2500 Waterton Way, Sacramento, CA, 95826",6067009106
223002,Suburban,Sacramento County,,"2238 Rogue River Dr, Sacramento, CA, 95826",6067009106
232040,Suburban,Sacramento County,,"9041 Mojave Dr, Sacramento, CA, 95826",6067009108
243035,Rural,Sacramento County,,"3600 Huntsman Dr, Sacramento, CA, 95826",6067009108
205026,Suburban,Sacramento County,,"9150 Posada Way, Sacramento, CA, 95826",6067009109
212038,Suburban,Sacramento County,,"9321 Quesada Way, Sacramento, CA, 95826",6067009109
222028,Suburban,Sacramento County,,"9371 Medallion Way, Sacramento, CA, 95826",6067009109
222051,Suburban,Sacramento County,,"8900 Sutters Gold Dr, Sacramento, CA, 95826",6067009109
214029,Suburban,Sacramento County,,"9000 Casals St, Sacramento, CA, 95826",6067009110
222057,Suburban,Sacramento County,,"4001 S Watt Ave, Sacramento, CA, 95826",6067009111
203003,Suburban,Sacramento County,,"4412 Magnifica Pl, Sacramento, CA, 95827",6067009112
